Input1,Input2,Input3,Input4,Output1,Output2,Output3,Output4,Output5
-1,5.00E-05,5.00E-05,5.00E-05,24.64304352,0.74102795,-24.62153,0.7146231,0.059302558
-1,0.0001,0.0001,0.0001,24.69082832,1.4734918,-24.604225,1.448416,0.060914332
-1,0.00015,0.00015,0.00015,24.78196716,2.205984,-24.586935,2.1822314,0.064187311
-1,0.0002,0.0002,0.0002,24.91599846,2.938508,-24.56967,2.916086,0.068568602
-1,0.00025,0.00025,0.00025,25.09224129,3.6709082,-24.552477,3.6497736,0.073534794
-1,0.0003,0.0003,0.0003,25.30977631,4.403275,-24.53532,4.383377,0.078952892
-1,0.00035,0.00035,0.00035,25.56756592,5.1356487,-24.518202,5.116962,0.084717728
-1,0.0004,0.0004,0.0004,25.86439133,5.867845,-24.501183,5.8504066,0.090756197
-1,0.00045,0.00045,0.00045,26.19891167,6.599902,-24.484259,6.5837193,0.097028201
-1,0.0005,0.0005,0.0005,26.56966591,7.3319016,-24.467407,7.3168573,0.103482135
-1,0.00055,0.00055,0.00055,26.97514534,8.063866,-24.450613,8.049851,0.110067983
-1,0.0006,0.0006,0.0006,27.41378593,8.795731,-24.43388,8.782731,0.116753655
-1,0.00065,0.00065,0.00065,27.88407326,9.527563,-24.417212,9.515613,0.123519179
-1,0.0007,0.0007,0.0007,28.38452721,10.259416,-24.400642,10.2486315,0.130351527
-1,0.00075,0.00075,0.00075,28.91348076,10.99131,-24.384151,10.98151,0.137242134
-1,0.0008,0.0008,0.0008,29.46941185,11.723207,-24.367706,11.714416,0.144186187
-1,0.00085,0.00085,0.00085,30.05077171,12.455021,-24.351303,12.447303,0.151180538
-1,0.0009,0.0009,0.0009,30.65619087,13.186775,-24.335,13.180243,0.158220234
-1,0.00095,0.00095,0.00095,31.28420448,13.918479,-24.318777,13.913105,0.16529756
-1,0.001,0.001,0.001,31.93354225,14.650204,-24.302631,14.645979,0.172405125
-0.8,-0.001,-0.001,-0.001,27.79619026,-14.36815,-18.907932,-14.445575,0.167576527
-0.8,-0.00095,-0.00095,-0.00095,27.04556084,-13.646913,-18.891708,-13.7232485,0.160377301
-0.8,-0.0009,-0.0009,-0.0009,26.31315041,-12.925683,-18.875502,-13.000922,0.153198117
-0.8,-0.00085,-0.00085,-0.00085,25.60065651,-12.204593,-18.859425,-12.278585,0.146040726
-0.8,-0.0008,-0.0008,-0.0008,24.90974236,-11.483558,-18.84341,-11.556343,0.138907361
-0.8,-0.00075,-0.00075,-0.00075,24.2422123,-10.762614,-18.827444,-10.834127,0.131800977
-0.8,-0.0007,-0.0007,-0.0007,23.60023308,-10.041963,-18.81162,-10.11202,0.124725531
-0.8,-0.00065,-0.00065,-0.00065,22.98568344,-9.32135,-18.795837,-9.38992,0.117686381
-0.8,-0.0006,-0.0006,-0.0006,22.40037155,-8.600232,-18.780054,-8.667306,0.110684625
-0.8,-0.00055,-0.00055,-0.00055,21.84813499,-7.880399,-18.76444,-7.945825,0.10374873
-0.8,-0.0005,-0.0005,-0.0005,21.33027267,-7.1603093,-18.748953,-7.2240787,0.096873572
-0.8,-0.00045,-0.00045,-0.00045,20.84975624,-6.4403877,-18.733664,-6.5025835,0.090084387
-0.8,-0.0004,-0.0004,-0.0004,20.40904427,-5.7205234,-18.718475,-5.781297,0.083410272
-0.8,-0.00035,-0.00035,-0.00035,20.0105114,-5.000339,-18.703344,-5.059847,0.076896084
-0.8,-0.0003,-0.0003,-0.0003,19.65737915,-4.2808924,-18.688435,-4.339231,0.070629699
-0.8,-0.00025,-0.00025,-0.00025,19.35145187,-3.5613146,-18.673592,-3.6183875,0.064706357
-0.8,-0.0002,-0.0002,-0.0002,19.09515953,-2.841963,-18.658836,-2.8976157,0.059224276
-0.8,-0.00015,-0.00015,-0.00015,18.89040565,-2.1226273,-18.64412,-2.1768477,0.054300922
-0.8,-0.0001,-0.0001,-0.0001,18.73892021,-1.4033531,-18.629467,-1.4562765,0.050249028
-0.8,-0.00005,-0.00005,-0.00005,18.64195442,-0.6841081,-18.61486,-0.73582083,0.047817648
-0.8,3.11708E-19,3.11708E-19,3.11708E-19,18.60045624,0.034831736,-18.600416,-0.015575911,0.047064225
-0.8,0.00005,0.00005,0.00005,18.61461449,0.753739,-18.585997,0.7045949,0.047670446
-0.8,0.0001,0.0001,0.0001,18.68428612,1.4726671,-18.571587,1.4247615,0.049876417
-0.8,0.00015,0.00015,0.00015,18.80887222,2.1915653,-18.557207,2.1449442,0.053928066
-0.8,0.0002,0.0002,0.0002,18.98731041,2.9104354,-18.542883,2.8651078,0.058828155
-0.8,0.00025,0.00025,0.00025,19.21808624,3.629117,-18.528666,3.5850892,0.06429274
-0.8,0.0003,0.0003,0.0003,19.49943161,4.3477983,-18.51463,4.304996,0.070164831
-0.8,0.00035,0.00035,0.00035,19.8291378,5.0665603,-18.500702,5.0248103,0.076353266
-0.8,0.0004,0.0004,0.0004,20.20476532,5.7853446,-18.48679,5.744644,0.082786357
-0.8,0.00045,0.00045,0.00045,20.62393188,6.504221,-18.472965,6.464614,0.0893855
-0.8,0.0005,0.0005,0.0005,21.08396721,7.223104,-18.459183,7.1846366,0.09610269
-0.8,0.00055,0.00055,0.00055,21.58229256,7.9419007,-18.44554,7.9046593,0.102911034
-0.8,0.0006,0.0006,0.0006,22.11633301,8.66077,-18.431961,8.624736,0.109794627
-0.8,0.00065,0.00065,0.00065,22.68353271,9.379636,-18.418438,9.3448515,0.116745132
-0.8,0.0007,0.0007,0.0007,23.28146935,10.098512,-18.404951,10.06502,0.123757167
-0.8,0.00075,0.00075,0.00075,23.9078846,10.8174715,-18.391514,10.785241,0.130821198
-0.8,0.0008,0.0008,0.0008,24.560606,11.536482,-18.37816,11.505484,0.137925244
-0.8,0.00085,0.00085,0.00085,25.23754501,12.255501,-18.36483,12.225767,0.14506044
-0.8,0.0009,0.0009,0.0009,25.93683434,12.974536,-18.351534,12.946118,0.152221447
-0.8,0.00095,0.00095,0.00095,26.65667534,13.693589,-18.33825,13.666476,0.159405433
-0.8,0.001,0.001,0.001,27.39543533,14.412632,-18.324972,14.386844,0.166611723
-0.6,-0.001,-0.001,-0.001,24.55281639,-14.227312,-13.997168,-14.300479,0.161999263
-0.6,-0.00095,-0.00095,-0.00095,23.72260666,-13.514142,-13.983953,-13.585989,0.154696955
-0.6,-0.0009,-0.0009,-0.0009,22.9068222,-12.800982,-13.970739,-12.8715105,0.147412692
-0.6,-0.00085,-0.00085,-0.00085,22.10705757,-12.087835,-13.957526,-12.157043,0.140147942
-0.6,-0.0008,-0.0008,-0.0008,21.3251133,-11.374699,-13.944312,-11.442588,0.132904266
-0.6,-0.00075,-0.00075,-0.00075,20.5630188,-10.661573,-13.931098,-10.728144,0.125683407
-0.6,-0.0007,-0.0007,-0.0007,19.82305908,-9.948458,-13.917884,-10.013708,0.1184874
-0.6,-0.00065,-0.00065,-0.00065,19.10780907,-9.235353,-13.904671,-9.299285,0.11131887
-0.6,-0.0006,-0.0006,-0.0006,18.42013741,-8.52226,-13.891457,-8.584871,0.104181344
-0.6,-0.00055,-0.00055,-0.00055,17.76325035,-7.809175,-13.8782425,-7.8704677,0.097079875
-0.6,-0.0005,-0.0005,-0.0005,17.14068604,-7.0961003,-13.865029,-7.156074,0.090021937
-0.6,-0.00045,-0.00045,-0.00045,16.55630684,-6.3830338,-13.851815,-6.441688,0.083018721
-0.6,-0.0004,-0.0004,-0.0004,16.01429367,-5.669974,-13.838602,-5.7273097,0.076087107
-0.6,-0.00035,-0.00035,-0.00035,15.51908684,-4.956926,-13.825388,-5.012943,0.069252778
-0.6,-0.0003,-0.0003,-0.0003,15.0752964,-4.2438855,-13.812175,-4.298584,0.062558127
-0.6,-0.00025,-0.00025,-0.00025,14.68757915,-3.5308518,-13.798963,-3.5842314,0.056083938
-0.6,-0.0002,-0.0002,-0.0002,14.36047554,-2.8178236,-13.785749,-2.869885,0.049977086
-0.6,-0.00015,-0.00015,-0.00015,14.09820271,-2.1048014,-13.772536,-2.1555433,0.044418523
-0.6,-1.00E-04,-1.00E-04,-1.00E-04,13.90442848,-1.3917823,-13.759324,-1.4412059,0.039625076
-0.6,-5.00E-05,-5.00E-05,-5.00E-05,13.78204155,-0.6787672,-13.746112,-0.7268718,0.036324091
-0.6,3.12E-19,3.12E-19,3.12E-19,13.7329483,0.034246407,-13.7329,-0.012539638,0.035298294
-0.6,5.00E-05,5.00E-05,5.00E-05,13.75793362,0.747259,-13.719687,0.70179164,0.036134664
-0.6,0.0001,0.0001,0.0001,13.8565979,1.4602722,-13.706476,1.416123,0.039340342
-0.6,0.00015,0.00015,0.00015,14.02738476,2.1732867,-13.693265,2.130456,0.044121368
-0.6,0.0002,0.0002,0.0002,14.26770687,2.8863041,-13.680054,2.8447917,0.049658531
-0.6,0.00025,0.00025,0.00025,14.57412529,3.5993247,-13.666842,3.5591304,0.05569454
-0.6,0.0003,0.0003,0.0003,14.94257641,4.3123493,-13.653631,4.2734733,0.062090089
-0.6,0.00035,0.00035,0.00035,15.36860085,5.02538,-13.640421,4.9878225,0.068710167
-0.6,0.0004,0.0004,0.0004,15.84756184,5.7384195,-13.627211,5.7021813,0.07547488
-0.6,0.00045,0.00045,0.00045,16.37481117,6.451464,-13.614,6.4165444,0.082346426
-0.6,0.0005,0.0005,0.0005,16.94584846,7.1645174,-13.600791,7.1309166,0.089307492
-0.6,0.00055,0.00055,0.00055,17.55640411,7.877579,-13.587581,7.8452964,0.096346694
-0.6,0.0006,0.0006,0.0006,18.2025013,8.59065,-13.574371,8.559686,0.103444539
-0.6,0.00065,0.00065,0.00065,18.88049698,9.30373,-13.561162,9.274084,0.110584221
-0.6,0.0007,0.0007,0.0007,19.58708191,10.016822,-13.547953,9.988494,0.117756933
-0.6,0.00075,0.00075,0.00075,20.31927299,10.729922,-13.534743,10.702914,0.124959539
-0.6,0.0008,0.0008,0.0008,21.07440948,11.443035,-13.521535,11.417345,0.132194271
-0.6,0.00085,0.00085,0.00085,21.85011101,12.156159,-13.508326,12.131787,0.139464427
-0.6,0.0009,0.0009,0.0009,22.64426613,12.869294,-13.495117,12.84624,0.146764511
-0.6,0.00095,0.00095,0.00095,23.45500565,13.58244,-13.481909,13.560706,0.154086328
-0.6,0.001,0.001,0.001,24.28067017,14.2956,-13.468699,14.275185,0.161425347
-0.4,-0.001,-0.001,-0.001,22.26912308,-14.240604,-9.419229,-14.296756,0.157199309
-0.4,-0.00095,-0.00095,-0.00095,21.35267258,-13.527325,-9.406014,-13.582158,0.149767317
-0.4,-0.0009,-0.0009,-0.0009,20.44503212,-12.81406,-9.392801,-12.867576,0.142352429
-0.4,-0.00085,-0.00085,-0.00085,19.54743004,-12.100813,-9.379588,-12.15301,0.134955222
-0.4,-0.0008,-0.0008,-0.0008,18.66130829,-11.387583,-9.366375,-11.438461,0.127576402
-0.4,-0.00075,-0.00075,-0.00075,17.78837967,-10.674369,-9.353161,-10.723929,0.120217078
-0.4,-0.0007,-0.0007,-0.0007,16.93068123,-9.961172,-9.339948,-10.009415,0.112878862
-0.4,-0.00065,-0.00065,-0.00065,16.09064293,-9.247992,-9.326734,-9.294916,0.105563951
-0.4,-0.0006,-0.0006,-0.0006,15.27117825,-8.53483,-9.31352,-8.580437,0.098275124
-0.4,-0.00055,-0.00055,-0.00055,14.4757719,-7.821684,-9.300306,-7.865973,0.091015571
-0.4,-0.0005,-0.0005,-0.0005,13.70861053,-7.1085553,-9.287093,-7.1515265,0.08378893
-0.4,-0.00045,-0.00045,-0.00045,12.97469521,-6.395442,-9.27388,-6.437095,0.076599666
-0.4,-0.0004,-0.0004,-0.0004,12.27998543,-5.682345,-9.260666,-5.72268,0.069454224
-0.4,-0.00035,-0.00035,-0.00035,11.6315012,-4.9692626,-9.247453,-5.0082803,0.062363241
-0.4,-0.0003,-0.0003,-0.0003,11.03738594,-4.256193,-9.23424,-4.2938933,0.055345808
-0.4,-0.00025,-0.00025,-0.00025,10.50685883,-3.5431364,-9.221025,-3.579519,0.048437124
-0.4,-0.0002,-0.0002,-0.0002,10.04999447,-2.8300936,-9.207813,-2.8651588,0.041705412
-0.4,-0.00015,-0.00015,-0.00015,9.677220345,-2.117061,-9.1946,-2.1508088,0.035315081
-0.4,-1.00E-04,-1.00E-04,-1.00E-04,9.398544312,-1.4040368,-9.181388,-1.4364672,0.029612356
-0.4,-5.00E-05,-5.00E-05,-5.00E-05,9.222496033,-0.69101834,-9.168176,-0.72213125,0.025124676
-0.4,3.12E-19,3.12E-19,3.12E-19,9.154993057,0.021996263,-9.1549635,-0.007799287,0.023532197
-0.4,5.00E-05,5.00E-05,5.00E-05,9.198426247,0.7350095,-9.141752,0.7065314,0.024938351
-0.4,0.0001,0.0001,0.0001,9.351250648,1.4480237,-9.128541,1.420863,0.029414258
-0.4,0.00015,0.00015,0.00015,9.608246803,2.1610425,-9.11533,2.1351986,0.035082603
-0.4,0.0002,0.0002,0.0002,9.961359978,2.8740664,-9.1021185,2.8495398,0.041393399
-0.4,0.00025,0.00025,0.00025,10.40080929,3.5870988,-9.088908,3.5638897,0.048051608
-0.4,0.0003,0.0003,0.0003,10.91617966,4.3001437,-9.075699,4.278252,0.054897622
-0.4,0.00035,0.00035,0.00035,11.49726868,5.0131993,-9.0624895,4.9926257,0.061878943
-0.4,0.0004,0.0004,0.0004,12.13464355,5.726268,-9.049279,5.7070117,0.068963032
-0.4,0.00045,0.00045,0.00045,12.81991959,6.4393506,-9.036071,6.421412,0.076111177
-0.4,0.0005,0.0005,0.0005,13.54583454,7.15245,-9.0228615,7.1358294,0.083306366
-0.4,0.00055,0.00055,0.00055,14.30620861,7.865566,-9.009653,7.8502626,0.09055003
-0.4,0.0006,0.0006,0.0006,15.0958395,8.578698,-8.996444,8.564713,0.097843016
-0.4,0.00065,0.00065,0.00065,15.91037846,9.291847,-8.983235,9.279181,0.105169242
-0.4,0.0007,0.0007,0.0007,16.74619865,10.005017,-8.970027,9.993668,0.112519588
-0.4,0.00075,0.00075,0.00075,17.60027122,10.718206,-8.956819,10.708174,0.119890702
-0.4,0.0008,0.0008,0.0008,18.47007179,11.431416,-8.943611,11.422702,0.127280986
-0.4,0.00085,0.00085,0.00085,19.35347939,12.144642,-8.930403,12.137246,0.134689367
-0.4,0.0009,0.0009,0.0009,20.24872017,12.857888,-8.917195,12.85181,0.142115041
-0.4,0.00095,0.00095,0.00095,21.15429878,13.5711565,-8.903987,13.566396,0.14955712
-0.4,0.001,0.001,0.001,22.06893921,14.284441,-8.8907795,14.280997,0.157014431
-0.2,-0.001,-0.001,-0.001,20.76154327,-14.255198,-4.8417406,-14.296454,0.154015595
-0.2,-0.00095,-0.00095,-0.00095,19.77776146,-13.5418215,-4.8285303,-13.58176,0.146426394
-0.2,-0.0009,-0.0009,-0.0009,18.79672623,-12.828431,-4.8153195,-12.86705,0.138843339
-0.2,-0.00085,-0.00085,-0.00085,17.81728363,-12.113841,-4.802101,-12.151142,0.131252756
-0.2,-0.0008,-0.0008,-0.0008,16.843256,-11.40044,-4.7888894,-11.436422,0.123685287
-0.2,-0.00075,-0.00075,-0.00075,15.87368584,-10.687017,-4.775677,-10.721683,0.116127472
-0.2,-0.0007,-0.0007,-0.0007,14.90953827,-9.9736395,-4.762465,-10.006987,0.108582315
-0.2,-0.00065,-0.00065,-0.00065,13.95187283,-9.260268,-4.7492523,-9.292297,0.101052335
-0.2,-0.0006,-0.0006,-0.0006,13.00214863,-8.546926,-4.73604,-8.577638,0.093541944
-0.2,-0.00055,-0.00055,-0.00055,12.06221962,-7.833603,-4.722827,-7.8629966,0.086056075
-0.2,-0.0005,-0.0005,-0.0005,11.13456154,-7.120302,-4.7096143,-7.148378,0.078599655
-0.2,-0.00045,-0.00045,-0.00045,10.22251606,-6.40703,-4.6964006,-6.433788,0.071176214
-0.2,-0.0004,-0.0004,-0.0004,9.330654144,-5.6937914,-4.6831875,-5.7192307,0.063788201
-0.2,-0.00035,-0.00035,-0.00035,8.465340614,-4.980586,-4.669974,-5.0047073,0.056439431
-0.2,-0.0003,-0.0003,-0.0003,7.635589123,-4.267415,-4.65676,-4.2902184,0.049137562
-0.2,-0.00025,-0.00025,-0.00025,6.854305267,-3.5542777,-4.6435466,-3.5757632,0.041894465
-0.2,-0.0002,-0.0002,-0.0002,6.139992714,-2.8411725,-4.630333,-2.86134,0.034727112
-0.2,-0.00015,-0.00015,-0.00015,5.51869297,-2.1280966,-4.61712,-2.1469467,0.027672904
-0.2,-1.00E-04,-1.00E-04,-1.00E-04,5.024997234,-1.4150468,-4.6039066,-1.4325794,0.020852706
-0.2,-5.00E-05,-5.00E-05,-5.00E-05,4.699272156,-0.7020184,-4.590694,-0.7182336,0.014806178
-0.2,3.12E-19,3.12E-19,3.12E-19,4.577496529,0.010998132,-4.5774817,-0.003899644,0.011766099
-0.2,5.00E-05,5.00E-05,5.00E-05,4.675625324,0.72401184,-4.5642705,0.7104315,0.014707129
-0.2,0.0001,0.0001,0.0001,4.980679989,1.4370332,-4.5510592,1.4247699,0.0206967
-0.2,0.00015,0.00015,0.00015,5.458089828,2.1500719,-4.5378494,2.139126,0.027448811
-0.2,0.0002,0.0002,0.0002,6.067321777,2.863134,-4.5246396,2.8535058,0.034481516
-0.2,0.00025,0.00025,0.00025,6.772917271,3.576225,-4.5114307,3.5679147,0.041653183
-0.2,0.0003,0.0003,0.0003,7.54791975,4.289349,-4.498222,4.2823563,0.048921508
-0.2,0.00035,0.00035,0.00035,8.373099327,5.0025086,-4.4850135,4.996834,0.056259794
-0.2,0.0004,0.0004,0.0004,9.235035896,5.715708,-4.4718056,5.711351,0.063640493
-0.2,0.00045,0.00045,0.00045,10.12436008,6.428944,-4.4585977,6.425905,0.071057521
-0.2,0.0005,0.0005,0.0005,11.0344696,7.1422205,-4.4453897,7.1404986,0.078507216
-0.2,0.00055,0.00055,0.00055,11.96062279,7.8555274,-4.432182,7.855123,0.085984597
-0.2,0.0006,0.0006,0.0006,12.89937973,8.568869,-4.4189744,8.569781,0.093483904
-0.2,0.00065,0.00065,0.00065,13.84817314,9.282233,-4.4057665,9.284464,0.100999923
-0.2,0.0007,0.0007,0.0007,14.80507851,9.99562,-4.392559,9.999167,0.108528986
-0.2,0.00075,0.00075,0.00075,15.76861095,10.709018,-4.379351,10.713883,0.116068594
-0.2,0.0008,0.0008,0.0008,16.73767662,11.422464,-4.366143,11.428647,0.123617711
-0.2,0.00085,0.00085,0.00085,17.7113018,12.135898,-4.3529353,12.143398,0.131174536
-0.2,0.0009,0.0009,0.0009,18.69037437,12.850485,-4.339742,12.859306,0.138752897
-0.2,0.00095,0.00095,0.00095,19.67108345,13.563877,-4.3265324,13.574016,0.146323233
-0.2,0.001,0.001,0.001,20.65460205,14.277264,-4.313323,14.28872,0.153899926
